,Dummy variable treshold,Ime podatkovne baze,Ime relacije,Latentni faktor,Objektni tip 1,Objektni tip 2,RMSE,St. ponovitve,Vzorcenje
2998,1,avtomobilizem,avtomobil stranka,38,avtomobil,stranka,0.13067,4,True
2999,1,avtomobilizem,model drzava,38,model,drzava,0.16953,4,True
3000,1,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00523,0,True
3001,1,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00537,0,True
3002,1,avtomobilizem,avtomobil model,14,avtomobil,model,0.0103,0,True
3003,1,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02094,0,True
3004,1,avtomobilizem,model drzava,14,model,drzava,0.12627,0,True
3005,1,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.13004,0,True
3006,1,avtomobilizem,lastnistvo stranka,47,lastnistvo,stranka,0.00085,1,True
3007,1,avtomobilizem,lastnistvo avtomobil,47,lastnistvo,avtomobil,0.00513,1,True
3008,1,avtomobilizem,avtomobil model,47,avtomobil,model,0.01304,1,True
3009,1,avtomobilizem,avtomobil drzava,47,avtomobil,drzava,0.03552,1,True
3010,1,avtomobilizem,avtomobil stranka,47,avtomobil,stranka,0.12405,1,True
3011,1,avtomobilizem,model drzava,47,model,drzava,10.18558,1,True
3012,0,avtomobilizem,lastnistvo stranka,35,lastnistvo,stranka,0.00036,3,True
3013,0,avtomobilizem,lastnistvo avtomobil,35,lastnistvo,avtomobil,0.00524,3,True
3014,0,avtomobilizem,avtomobil drzava,35,avtomobil,drzava,0.01145,3,True
3015,0,avtomobilizem,avtomobil model,35,avtomobil,model,0.01373,3,True
3016,0,avtomobilizem,avtomobil stranka,35,avtomobil,stranka,0.12901,3,True
3017,0,avtomobilizem,model drzava,35,model,drzava,0.23323,3,True
3018,0,avtomobilizem,lastnistvo stranka,32,lastnistvo,stranka,0.00047,4,True
3019,0,avtomobilizem,lastnistvo avtomobil,32,lastnistvo,avtomobil,0.00525,4,True
3020,0,avtomobilizem,avtomobil drzava,32,avtomobil,drzava,0.0117,4,True
3021,0,avtomobilizem,avtomobil model,32,avtomobil,model,0.01361,4,True
3022,0,avtomobilizem,avtomobil stranka,32,avtomobil,stranka,0.12909,4,True
3023,0,avtomobilizem,model drzava,32,model,drzava,0.22288,4,True
3024,0,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00124,0,True
3025,0,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00517,0,True
3026,0,avtomobilizem,avtomobil model,6,avtomobil,model,0.01349,0,True
3027,0,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04456,0,True
3028,0,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.12909,0,True
3029,0,avtomobilizem,model drzava,6,model,drzava,0.23442,0,True
3030,0,avtomobilizem,lastnistvo stranka,12,lastnistvo,stranka,0.00194,4,True
3031,0,avtomobilizem,lastnistvo avtomobil,12,lastnistvo,avtomobil,0.00494,4,True
3032,0,avtomobilizem,avtomobil model,12,avtomobil,model,0.01361,4,True
3033,0,avtomobilizem,avtomobil drzava,12,avtomobil,drzava,0.02318,4,True
3034,0,avtomobilizem,avtomobil stranka,12,avtomobil,stranka,0.12143,4,True
3035,0,avtomobilizem,model drzava,12,model,drzava,0.22794,4,True
3036,0,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00196,3,True
3037,0,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.00527,3,True
3038,0,avtomobilizem,avtomobil model,11,avtomobil,model,0.01291,3,True
3039,0,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.02527,3,True
3040,0,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.1297,3,True
3041,0,avtomobilizem,model drzava,11,model,drzava,0.21743,3,True
3042,2,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00264,3,True
3043,2,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00526,3,True
3044,2,avtomobilizem,avtomobil model,9,avtomobil,model,0.01473,3,True
3045,2,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03437,3,True
3046,2,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.13081,3,True
3047,2,avtomobilizem,model drzava,9,model,drzava,0.19863,3,True
3048,1,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00214,1,True
3049,1,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00526,1,True
3050,1,avtomobilizem,avtomobil model,9,avtomobil,model,0.01007,1,True
3051,1,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03135,1,True
3052,1,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.13044,1,True
3053,1,avtomobilizem,model drzava,9,model,drzava,0.13172,1,True
3054,1,avtomobilizem,lastnistvo stranka,21,lastnistvo,stranka,0.00186,0,True
3055,1,avtomobilizem,lastnistvo avtomobil,21,lastnistvo,avtomobil,0.0054,0,True
3056,1,avtomobilizem,avtomobil drzava,21,avtomobil,drzava,0.0239,0,True
3057,1,avtomobilizem,avtomobil stranka,21,avtomobil,stranka,0.5564,0,True
3058,1,avtomobilizem,model drzava,21,model,drzava,0.80297,0,True
3059,1,avtomobilizem,avtomobil model,21,avtomobil,model,3.10333,0,True
3060,2,avtomobilizem,lastnistvo stranka,18,lastnistvo,stranka,0.00124,4,True
3061,2,avtomobilizem,lastnistvo avtomobil,18,lastnistvo,avtomobil,0.00517,4,True
3062,2,avtomobilizem,avtomobil model,18,avtomobil,model,0.01468,4,True
3063,2,avtomobilizem,avtomobil drzava,18,avtomobil,drzava,0.02147,4,True
3064,2,avtomobilizem,avtomobil stranka,18,avtomobil,stranka,0.12712,4,True
3065,2,avtomobilizem,model drzava,18,model,drzava,0.1975,4,True
3066,2,avtomobilizem,lastnistvo stranka,4,lastnistvo,stranka,0.00281,1,True
3067,2,avtomobilizem,lastnistvo avtomobil,4,lastnistvo,avtomobil,0.00496,1,True
3068,2,avtomobilizem,avtomobil model,4,avtomobil,model,0.01382,1,True
3069,2,avtomobilizem,avtomobil drzava,4,avtomobil,drzava,0.06483,1,True
3070,2,avtomobilizem,avtomobil stranka,4,avtomobil,stranka,0.13034,1,True
3071,2,avtomobilizem,model drzava,4,model,drzava,0.20868,1,True
3072,0,avtomobilizem,lastnistvo stranka,19,lastnistvo,stranka,0.00114,2,True
3073,0,avtomobilizem,lastnistvo avtomobil,19,lastnistvo,avtomobil,0.00526,2,True
3074,0,avtomobilizem,avtomobil model,19,avtomobil,model,0.01372,2,True
3075,0,avtomobilizem,avtomobil drzava,19,avtomobil,drzava,0.01711,2,True
3076,0,avtomobilizem,avtomobil stranka,19,avtomobil,stranka,0.12927,2,True
3077,0,avtomobilizem,model drzava,19,model,drzava,0.23335,2,True
3078,0,avtomobilizem,lastnistvo stranka,12,lastnistvo,stranka,0.0034,3,True
3079,0,avtomobilizem,lastnistvo avtomobil,12,lastnistvo,avtomobil,0.00526,3,True
3080,0,avtomobilizem,avtomobil model,12,avtomobil,model,0.01372,3,True
3081,0,avtomobilizem,avtomobil drzava,12,avtomobil,drzava,0.02459,3,True
3082,0,avtomobilizem,avtomobil stranka,12,avtomobil,stranka,0.1326,3,True
3083,0,avtomobilizem,model drzava,12,model,drzava,0.23354,3,True
3084,1,avtomobilizem,lastnistvo stranka,15,lastnistvo,stranka,0.0011,1,True
3085,1,avtomobilizem,lastnistvo avtomobil,15,lastnistvo,avtomobil,0.0052,1,True
3086,1,avtomobilizem,avtomobil model,15,avtomobil,model,0.01,1,True
3087,1,avtomobilizem,avtomobil drzava,15,avtomobil,drzava,0.02025,1,True
3088,1,avtomobilizem,model drzava,15,model,drzava,0.12589,1,True
3089,1,avtomobilizem,avtomobil stranka,15,avtomobil,stranka,0.12809,1,True
3090,1,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.0018,2,True
3091,1,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00524,2,True
3092,1,avtomobilizem,avtomobil model,8,avtomobil,model,0.01,2,True
3093,1,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03476,2,True
3094,1,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.12945,2,True
3095,1,avtomobilizem,model drzava,8,model,drzava,0.13341,2,True
3096,1,avtomobilizem,lastnistvo stranka,34,lastnistvo,stranka,0.0006,4,True
3097,1,avtomobilizem,lastnistvo avtomobil,34,lastnistvo,avtomobil,0.00517,4,True
3098,1,avtomobilizem,avtomobil model,34,avtomobil,model,0.00955,4,True
3099,1,avtomobilizem,avtomobil drzava,34,avtomobil,drzava,0.02809,4,True
3100,1,avtomobilizem,model drzava,34,model,drzava,0.11136,4,True
3101,1,avtomobilizem,avtomobil stranka,34,avtomobil,stranka,0.12716,4,True
3102,1,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00142,3,True
3103,1,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00538,3,True
3104,1,avtomobilizem,avtomobil model,13,avtomobil,model,0.01039,3,True
3105,1,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02262,3,True
3106,1,avtomobilizem,model drzava,13,model,drzava,0.12739,3,True
3107,1,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.1281,3,True
3108,1,avtomobilizem,lastnistvo stranka,4,lastnistvo,stranka,0.00289,1,True
3109,1,avtomobilizem,lastnistvo avtomobil,4,lastnistvo,avtomobil,0.00496,1,True
3110,1,avtomobilizem,avtomobil model,4,avtomobil,model,0.00944,1,True
3111,1,avtomobilizem,avtomobil drzava,4,avtomobil,drzava,0.064,1,True
3112,1,avtomobilizem,avtomobil stranka,4,avtomobil,stranka,0.13118,1,True
3113,1,avtomobilizem,model drzava,4,model,drzava,0.14868,1,True
3114,1,avtomobilizem,lastnistvo stranka,25,lastnistvo,stranka,0.0006,1,True
3115,1,avtomobilizem,lastnistvo avtomobil,25,lastnistvo,avtomobil,0.00526,1,True
3116,1,avtomobilizem,avtomobil model,25,avtomobil,model,0.00988,1,True
3117,1,avtomobilizem,avtomobil drzava,25,avtomobil,drzava,0.01411,1,True
3118,1,avtomobilizem,model drzava,25,model,drzava,0.12342,1,True
3119,1,avtomobilizem,avtomobil stranka,25,avtomobil,stranka,0.12911,1,True
3120,2,avtomobilizem,lastnistvo stranka,15,lastnistvo,stranka,0.00172,4,True
3121,2,avtomobilizem,lastnistvo avtomobil,15,lastnistvo,avtomobil,0.00525,4,True
3122,2,avtomobilizem,avtomobil model,15,avtomobil,model,0.0148,4,True
3123,2,avtomobilizem,avtomobil drzava,15,avtomobil,drzava,0.02355,4,True
3124,2,avtomobilizem,avtomobil stranka,15,avtomobil,stranka,0.12938,4,True
3125,2,avtomobilizem,model drzava,15,model,drzava,0.1939,4,True
3126,1,avtomobilizem,lastnistvo stranka,26,lastnistvo,stranka,0.00074,1,True
3127,1,avtomobilizem,lastnistvo avtomobil,26,lastnistvo,avtomobil,0.00525,1,True
3128,1,avtomobilizem,avtomobil model,26,avtomobil,model,0.00965,1,True
3129,1,avtomobilizem,avtomobil drzava,26,avtomobil,drzava,0.01315,1,True
3130,1,avtomobilizem,model drzava,26,model,drzava,0.11286,1,True
3131,1,avtomobilizem,avtomobil stranka,26,avtomobil,stranka,0.12916,1,True
3132,1,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00166,2,True
3133,1,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00518,2,True
3134,1,avtomobilizem,avtomobil model,6,avtomobil,model,0.00991,2,True
3135,1,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04485,2,True
3136,1,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.12955,2,True
3137,1,avtomobilizem,model drzava,6,model,drzava,0.13871,2,True
3138,0,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.00247,2,True
3139,0,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00525,2,True
3140,0,avtomobilizem,avtomobil model,8,avtomobil,model,0.01366,2,True
3141,0,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03475,2,True
3142,0,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.12935,2,True
3143,0,avtomobilizem,model drzava,8,model,drzava,0.2339,2,True
3144,1,avtomobilizem,lastnistvo stranka,42,lastnistvo,stranka,0.00035,4,True
3145,1,avtomobilizem,lastnistvo avtomobil,42,lastnistvo,avtomobil,0.00496,4,True
3146,1,avtomobilizem,avtomobil model,42,avtomobil,model,0.00992,4,True
3147,1,avtomobilizem,avtomobil drzava,42,avtomobil,drzava,0.01023,4,True
3148,1,avtomobilizem,model drzava,42,model,drzava,0.11672,4,True
3149,1,avtomobilizem,avtomobil stranka,42,avtomobil,stranka,0.12243,4,True
3150,2,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.0024,0,True
3151,2,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.0052,0,True
3152,2,avtomobilizem,avtomobil model,6,avtomobil,model,0.01458,0,True
3153,2,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04711,0,True
3154,2,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.13039,0,True
3155,2,avtomobilizem,model drzava,6,model,drzava,0.20268,0,True
3156,1,avtomobilizem,lastnistvo stranka,24,lastnistvo,stranka,0.00162,1,True
3157,1,avtomobilizem,lastnistvo avtomobil,24,lastnistvo,avtomobil,0.00525,1,True
3158,1,avtomobilizem,avtomobil model,24,avtomobil,model,0.00987,1,True
3159,1,avtomobilizem,avtomobil drzava,24,avtomobil,drzava,0.01416,1,True
3160,1,avtomobilizem,model drzava,24,model,drzava,0.11846,1,True
3161,1,avtomobilizem,avtomobil stranka,24,avtomobil,stranka,0.13076,1,True
3162,1,avtomobilizem,lastnistvo stranka,31,lastnistvo,stranka,0.00139,2,True
3163,1,avtomobilizem,lastnistvo avtomobil,31,lastnistvo,avtomobil,0.00518,2,True
3164,1,avtomobilizem,avtomobil model,31,avtomobil,model,0.01084,2,True
3165,1,avtomobilizem,avtomobil drzava,31,avtomobil,drzava,0.02317,2,True
3166,1,avtomobilizem,avtomobil stranka,31,avtomobil,stranka,0.12936,2,True
3167,1,avtomobilizem,model drzava,31,model,drzava,1.29782,2,True
3168,0,avtomobilizem,lastnistvo stranka,22,lastnistvo,stranka,0.00056,0,True
3169,0,avtomobilizem,lastnistvo avtomobil,22,lastnistvo,avtomobil,0.00524,0,True
3170,0,avtomobilizem,avtomobil model,22,avtomobil,model,0.01372,0,True
3171,0,avtomobilizem,avtomobil drzava,22,avtomobil,drzava,0.01542,0,True
3172,0,avtomobilizem,avtomobil stranka,22,avtomobil,stranka,0.12908,0,True
3173,0,avtomobilizem,model drzava,22,model,drzava,0.23332,0,True
3174,2,avtomobilizem,lastnistvo stranka,7,lastnistvo,stranka,0.00299,2,True
3175,2,avtomobilizem,lastnistvo avtomobil,7,lastnistvo,avtomobil,0.00521,2,True
3176,2,avtomobilizem,avtomobil model,7,avtomobil,model,0.0147,2,True
3177,2,avtomobilizem,avtomobil drzava,7,avtomobil,drzava,0.04169,2,True
3178,2,avtomobilizem,avtomobil stranka,7,avtomobil,stranka,0.1303,2,True
3179,2,avtomobilizem,model drzava,7,model,drzava,0.20103,2,True
3180,0,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00128,4,True
3181,0,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00526,4,True
3182,0,avtomobilizem,avtomobil model,14,avtomobil,model,0.01372,4,True
3183,0,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02168,4,True
3184,0,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12937,4,True
3185,0,avtomobilizem,model drzava,14,model,drzava,0.23346,4,True
3186,0,avtomobilizem,lastnistvo stranka,27,lastnistvo,stranka,0.00096,2,True
3187,0,avtomobilizem,lastnistvo avtomobil,27,lastnistvo,avtomobil,0.00637,2,True
3188,0,avtomobilizem,avtomobil drzava,27,avtomobil,drzava,0.01338,2,True
3189,0,avtomobilizem,avtomobil model,27,avtomobil,model,0.01544,2,True
3190,0,avtomobilizem,avtomobil stranka,27,avtomobil,stranka,0.12403,2,True
3191,0,avtomobilizem,model drzava,27,model,drzava,0.20194,2,True
3192,1,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.0029,3,True
3193,1,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00465,3,True
3194,1,avtomobilizem,avtomobil model,3,avtomobil,model,0.00882,3,True
3195,1,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.08192,3,True
3196,1,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13052,3,True
3197,1,avtomobilizem,model drzava,3,model,drzava,0.15804,3,True
3198,2,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.00127,1,True
3199,2,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00519,1,True
3200,2,avtomobilizem,avtomobil model,17,avtomobil,model,0.01462,1,True
3201,2,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.02183,1,True
3202,2,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12745,1,True
3203,2,avtomobilizem,model drzava,17,model,drzava,0.19292,1,True
3204,1,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00169,2,True
3205,1,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00517,2,True
3206,1,avtomobilizem,avtomobil model,9,avtomobil,model,0.01001,2,True
3207,1,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03133,2,True
3208,1,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.12744,2,True
3209,1,avtomobilizem,model drzava,9,model,drzava,0.13172,2,True
3210,1,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00235,3,True
3211,1,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.0052,3,True
3212,1,avtomobilizem,avtomobil model,14,avtomobil,model,0.01,3,True
3213,1,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02144,3,True
3214,1,avtomobilizem,model drzava,14,model,drzava,0.12653,3,True
3215,1,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12972,3,True
3216,0,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00213,2,True
3217,0,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00519,2,True
3218,0,avtomobilizem,avtomobil model,6,avtomobil,model,0.01349,2,True
3219,0,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04456,2,True
3220,0,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.12943,2,True
3221,0,avtomobilizem,model drzava,6,model,drzava,0.23442,2,True
3222,1,avtomobilizem,lastnistvo stranka,26,lastnistvo,stranka,0.00131,4,True
3223,1,avtomobilizem,lastnistvo avtomobil,26,lastnistvo,avtomobil,0.00509,4,True
3224,1,avtomobilizem,avtomobil model,26,avtomobil,model,0.00926,4,True
3225,1,avtomobilizem,avtomobil drzava,26,avtomobil,drzava,0.01315,4,True
3226,1,avtomobilizem,model drzava,26,model,drzava,0.11068,4,True
3227,1,avtomobilizem,avtomobil stranka,26,avtomobil,stranka,0.12686,4,True
3228,2,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.00295,1,True
3229,2,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00525,1,True
3230,2,avtomobilizem,avtomobil model,8,avtomobil,model,0.01475,1,True
3231,2,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03752,1,True
3232,2,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.13127,1,True
3233,2,avtomobilizem,model drzava,8,model,drzava,0.19984,1,True
3234,0,avtomobilizem,lastnistvo stranka,13,lastnistvo,stranka,0.00222,4,True
3235,0,avtomobilizem,lastnistvo avtomobil,13,lastnistvo,avtomobil,0.00527,4,True
3236,0,avtomobilizem,avtomobil model,13,avtomobil,model,0.01372,4,True
3237,0,avtomobilizem,avtomobil drzava,13,avtomobil,drzava,0.02303,4,True
3238,0,avtomobilizem,avtomobil stranka,13,avtomobil,stranka,0.12963,4,True
3239,0,avtomobilizem,model drzava,13,model,drzava,0.23349,4,True
3240,1,avtomobilizem,lastnistvo stranka,36,lastnistvo,stranka,0.00058,1,True
3241,1,avtomobilizem,lastnistvo avtomobil,36,lastnistvo,avtomobil,0.00517,1,True
3242,1,avtomobilizem,avtomobil model,36,avtomobil,model,0.00996,1,True
3243,1,avtomobilizem,avtomobil drzava,36,avtomobil,drzava,0.01101,1,True
3244,1,avtomobilizem,model drzava,36,model,drzava,0.11728,1,True
3245,1,avtomobilizem,avtomobil stranka,36,avtomobil,stranka,0.12723,1,True
3246,0,avtomobilizem,lastnistvo stranka,34,lastnistvo,stranka,0.00048,4,True
3247,0,avtomobilizem,lastnistvo avtomobil,34,lastnistvo,avtomobil,0.00407,4,True
3248,0,avtomobilizem,avtomobil drzava,34,avtomobil,drzava,0.01909,4,True
3249,0,avtomobilizem,avtomobil model,34,avtomobil,model,0.07546,4,True
3250,0,avtomobilizem,avtomobil stranka,34,avtomobil,stranka,0.10244,4,True
3251,0,avtomobilizem,model drzava,34,model,drzava,0.46348,4,True
3252,1,avtomobilizem,lastnistvo stranka,4,lastnistvo,stranka,0.00286,2,True
3253,1,avtomobilizem,lastnistvo avtomobil,4,lastnistvo,avtomobil,0.00497,2,True
3254,1,avtomobilizem,avtomobil model,4,avtomobil,model,0.00945,2,True
3255,1,avtomobilizem,avtomobil drzava,4,avtomobil,drzava,0.064,2,True
3256,1,avtomobilizem,avtomobil stranka,4,avtomobil,stranka,0.13041,2,True
3257,1,avtomobilizem,model drzava,4,model,drzava,0.14868,2,True
3258,1,avtomobilizem,lastnistvo stranka,40,lastnistvo,stranka,0.00089,1,True
3259,1,avtomobilizem,lastnistvo avtomobil,40,lastnistvo,avtomobil,0.00523,1,True
3260,1,avtomobilizem,avtomobil model,40,avtomobil,model,0.01013,1,True
3261,1,avtomobilizem,avtomobil drzava,40,avtomobil,drzava,0.01051,1,True
3262,1,avtomobilizem,model drzava,40,model,drzava,0.11438,1,True
3263,1,avtomobilizem,avtomobil stranka,40,avtomobil,stranka,0.12854,1,True
3264,1,avtomobilizem,lastnistvo stranka,32,lastnistvo,stranka,0.00049,3,True
3265,1,avtomobilizem,lastnistvo avtomobil,32,lastnistvo,avtomobil,0.00513,3,True
3266,1,avtomobilizem,avtomobil model,32,avtomobil,model,0.01099,3,True
3267,1,avtomobilizem,avtomobil drzava,32,avtomobil,drzava,0.03778,3,True
3268,1,avtomobilizem,avtomobil stranka,32,avtomobil,stranka,0.12591,3,True
3269,1,avtomobilizem,model drzava,32,model,drzava,2.31911,3,True
3270,0,avtomobilizem,lastnistvo stranka,28,lastnistvo,stranka,0.00066,4,True
3271,0,avtomobilizem,lastnistvo avtomobil,28,lastnistvo,avtomobil,0.00656,4,True
3272,0,avtomobilizem,avtomobil model,28,avtomobil,model,0.01562,4,True
3273,0,avtomobilizem,avtomobil drzava,28,avtomobil,drzava,0.01614,4,True
3274,0,avtomobilizem,avtomobil stranka,28,avtomobil,stranka,0.12932,4,True
3275,0,avtomobilizem,model drzava,28,model,drzava,0.2333,4,True
3276,0,avtomobilizem,lastnistvo stranka,40,lastnistvo,stranka,0.00039,0,True
3277,0,avtomobilizem,lastnistvo avtomobil,40,lastnistvo,avtomobil,0.00524,0,True
3278,0,avtomobilizem,avtomobil drzava,40,avtomobil,drzava,0.00979,0,True
3279,0,avtomobilizem,avtomobil model,40,avtomobil,model,0.0122,0,True
3280,0,avtomobilizem,avtomobil stranka,40,avtomobil,stranka,0.12904,0,True
3281,0,avtomobilizem,model drzava,40,model,drzava,0.20198,0,True
3282,1,avtomobilizem,lastnistvo stranka,47,lastnistvo,stranka,0.00031,0,True
3283,1,avtomobilizem,lastnistvo avtomobil,47,lastnistvo,avtomobil,0.0051,0,True
